Date,24HPass,3DPass,7DPass,Trips,Miles,Year,Month,Day,MonthYear,revenue,LogTrips
2017-08-03,1849.0,257.0,0.0,66144,146858.0,2017,8,3,2017-08-01,28356.0,11.099589462481495
2017-08-04,2212.0,325.0,0.0,56391,128749.0,2017,8,4,2017-08-01,34344.0,10.940064850284704
2017-08-05,5299.0,415.0,0.0,58966,169511.0,2017,8,5,2017-08-01,73548.0,10.984716285593358
2017-08-06,4686.0,292.0,0.0,56473,161492.0,2017,8,6,2017-08-01,63240.0,10.941517926809162
2017-08-07,249.0,34.0,0.0,23395,55927.0,2017,8,7,2017-08-01,3804.0,10.060277603300317
2017-08-08,1738.0,331.0,0.0,65228,145901.0,2017,8,8,2017-08-01,28800.0,11.085644103581167
2017-08-09,1952.0,300.0,0.0,67874,170524.0,2017,8,9,2017-08-01,30624.0,11.125408324162697
2017-08-10,1834.0,262.0,0.0,66245,151415.0,2017,8,10,2017-08-01,28296.0,11.101115269302223
2017-08-11,2360.0,358.0,0.0,63134,147098.0,2017,8,11,2017-08-01,36912.0,11.053014730672343
2017-08-12,5409.0,405.0,0.0,60531,173581.0,2017,8,12,2017-08-01,74628.0,11.010910909482787
2017-08-13,4755.0,337.0,0.0,57511,162040.0,2017,8,13,2017-08-01,65148.0,10.959731512836925
2017-08-14,1816.0,294.0,0.0,61460,139535.0,2017,8,14,2017-08-01,28848.0,11.026141835684475
2017-08-15,948.0,125.0,0.0,52460,105695.0,2017,8,15,2017-08-01,14376.0,10.867806253420865
2017-08-16,1905.0,251.0,0.0,68434,159032.0,2017,8,16,2017-08-01,28884.0,11.133625056132672
2017-08-17,2087.0,261.0,0.0,66654,156810.0,2017,8,17,2017-08-01,31308.0,11.107270338809778
2017-08-18,840.0,124.0,0.0,36619,90704.0,2017,8,18,2017-08-01,13056.0,10.508322510373395
2017-08-19,5992.0,461.0,0.0,62440,186037.0,2017,8,19,2017-08-01,82968.0,11.041961374629368
2017-08-20,4218.0,313.0,0.0,55438,147379.0,2017,8,20,2017-08-01,58128.0,10.92302055817699
2017-08-21,1832.0,277.0,0.0,61055,138059.0,2017,8,21,2017-08-01,28632.0,11.019530376267122
2017-08-22,1477.0,260.0,0.0,60541,133409.0,2017,8,22,2017-08-01,23964.0,11.011076100443914
2017-08-23,1712.0,219.0,0.0,65069,141360.0,2017,8,23,2017-08-01,25800.0,11.083203524305778
2017-08-24,1820.0,315.0,0.0,66306,151449.0,2017,8,24,2017-08-01,29400.0,11.102035669816837
2017-08-25,2316.0,325.0,0.0,64217,156344.0,2017,8,25,2017-08-01,35592.0,11.070023252133169
2017-08-26,3621.0,214.0,0.0,50111,132832.0,2017,8,26,2017-08-01,48588.0,10.821995823851237
2017-08-27,4135.0,278.0,0.0,54594,145524.0,2017,8,27,2017-08-01,56292.0,10.907679265584745
2017-08-28,1616.0,272.0,0.0,60885,133126.0,2017,8,28,2017-08-01,25920.0,11.016742117941108
2017-08-29,424.0,104.0,0.0,35151,67448.0,2017,8,29,2017-08-01,7584.0,10.467408346336265
2017-08-30,1760.0,309.0,0.0,65328,147325.0,2017,8,30,2017-08-01,28536.0,11.087176013559358
2017-08-31,1727.0,260.0,0.0,64881,144852.0,2017,8,31,2017-08-01,26964.0,11.080310101740798
2017-09-01,1775.0,294.0,0.0,54881,129382.0,2017,9,1,2017-09-01,28356.0,10.9129224838081
2017-09-02,3359.0,420.0,0.0,37810,107949.0,2017,9,2,2017-09-01,50388.0,10.54032889688498
2017-09-03,2394.0,175.0,0.0,30955,83988.0,2017,9,3,2017-09-01,32928.0,10.340289815953332
2017-09-04,5298.0,362.0,0.0,55284,164623.0,2017,9,4,2017-09-01,72264.0,10.920238814723918
2017-09-05,1607.0,265.0,0.0,65443,140362.0,2017,9,5,2017-09-01,25644.0,11.08893481374663
2017-09-06,445.0,90.0,0.0,42318,86395.0,2017,9,6,2017-09-01,7500.0,10.652967806436234
2017-09-07,1542.0,356.0,0.0,69571,148669.0,2017,9,7,2017-09-01,27048.0,11.150103092826168
2017-09-08,1976.0,322.0,0.0,69616,154397.0,2017,9,8,2017-09-01,31440.0,11.150749704960461
2017-09-09,4196.0,272.0,0.0,60187,150847.0,2017,9,9,2017-09-01,56880.0,11.005211661133181
2017-09-10,4056.0,301.0,0.0,60750,154588.0,2017,9,10,2017-09-01,55896.0,11.014522361202795
2017-09-11,1992.0,276.0,0.0,71964,166177.0,2017,9,11,2017-09-01,30528.0,11.18392127295651
2017-09-12,1737.0,238.0,0.0,74623,161263.0,2017,9,12,2017-09-01,26556.0,11.220204049665742
2017-09-13,1471.0,199.0,0.0,69616,146802.0,2017,9,13,2017-09-01,22428.0,11.150749704960461
2017-09-14,1551.0,244.0,0.0,72128,150535.0,2017,9,14,2017-09-01,24468.0,11.186197597399449
2017-09-15,2088.0,323.0,0.0,72361,160138.0,2017,9,15,2017-09-01,32808.0,11.189422759203678
2017-09-16,4304.0,297.0,0.0,61077,156839.0,2017,9,16,2017-09-01,58776.0,11.019890642212786
2017-09-17,3869.0,229.0,0.0,60003,156834.0,2017,9,17,2017-09-01,51924.0,11.00214983995428
2017-09-18,1387.0,190.0,0.0,64207,138078.0,2017,9,18,2017-09-01,21204.0,11.069867518002162
2017-09-19,914.0,146.0,0.0,57977,115451.0,2017,9,19,2017-09-01,14472.0,10.967801659156992
2017-09-20,1385.0,202.0,0.0,71222,150377.0,2017,9,20,2017-09-01,21468.0,11.173557038436915
2017-09-21,1690.0,191.0,0.0,67799,152463.0,2017,9,21,2017-09-01,24864.0,11.124302724557179
2017-09-22,2315.0,259.0,0.0,70192,163114.0,2017,9,22,2017-09-01,33996.0,11.158989623405995
2017-09-23,4821.0,322.0,0.0,62748,165582.0,2017,9,23,2017-09-01,65580.0,11.046881983976132
2017-09-24,3681.0,176.0,0.0,57503,148926.0,2017,9,24,2017-09-01,48396.0,10.959592399337474
2017-09-25,1537.0,258.0,0.0,69271,156367.0,2017,9,25,2017-09-01,24636.0,11.145781627176344
2017-09-26,1359.0,257.0,0.0,71566,156779.0,2017,9,26,2017-09-01,22476.0,11.178375379831667
2017-09-27,1268.0,200.0,0.0,69942,147977.0,2017,9,27,2017-09-01,20016.0,11.155421606147888
2017-09-28,1490.0,224.0,0.0,70951,148394.0,2017,9,28,2017-09-01,23256.0,11.169744776921561
2017-09-29,1875.0,288.0,0.0,67246,141709.0,2017,9,29,2017-09-01,29412.0,11.116112816141204
2017-09-30,2694.0,214.0,0.0,50200,113613.0,2017,9,30,2017-09-01,37464.0,10.82377030567982
2017-10-01,3511.0,235.0,0.0,55503,139011.0,2017,10,1,2017-10-01,47772.0,10.924192352327712
2017-10-02,1408.0,242.0,0.0,65509,141748.0,2017,10,2,2017-10-01,22704.0,11.089942816764351
2017-10-03,1258.0,194.0,0.0,69105,135800.0,2017,10,3,2017-10-01,19752.0,11.143382366038127
2017-10-04,1377.0,188.0,0.0,71453,150324.0,2017,10,4,2017-10-01,21036.0,11.176795169880346
2017-10-05,1365.0,251.0,0.0,70173,150437.0,2017,10,5,2017-10-01,22404.0,11.15871890064582
2017-10-06,2104.0,383.0,0.0,70249,148395.0,2017,10,6,2017-10-01,34440.0,11.159801352219231
2017-10-07,4996.0,356.0,0.0,63630,153928.0,2017,10,7,2017-10-01,68496.0,11.060840336226837
2017-10-08,2233.0,192.0,0.0,41039,100790.0,2017,10,8,2017-10-01,31404.0,10.62227811307605
2017-10-09,594.0,84.0,0.0,38390,78912.0,2017,10,9,2017-10-01,9144.0,10.555552287994843
2017-10-10,2016.0,312.0,0.0,74117,155978.0,2017,10,10,2017-10-01,31680.0,11.213400204674606
2017-10-11,1146.0,161.0,0.0,63587,126748.0,2017,10,11,2017-10-01,17616.0,11.060164325919448
2017-10-12,1070.0,169.0,0.0,61244,123433.0,2017,10,12,2017-10-01,16896.0,11.022621164424987
2017-10-13,1768.0,308.0,0.0,67016,136608.0,2017,10,13,2017-10-01,28608.0,11.112686675833645
2017-10-14,3680.0,347.0,0.0,58771,142476.0,2017,10,14,2017-10-01,52488.0,10.981403814946026
2017-10-15,3381.0,276.0,0.0,56529,137364.0,2017,10,15,2017-10-01,47196.0,10.9425090597906
2017-10-16,997.0,192.0,0.0,61729,125800.0,2017,10,16,2017-10-01,16572.0,11.030509115677916
2017-10-17,1030.0,170.0,0.0,64480,122345.0,2017,10,17,2017-10-01,16440.0,11.07411037718051
2017-10-18,1202.0,249.0,0.0,70233,147842.0,2017,10,18,2017-10-01,20400.0,11.159573565028428
2017-10-19,1491.0,274.0,0.0,72311,143664.0,2017,10,19,2017-10-01,24468.0,11.188731540419244
2017-10-20,2246.0,351.0,0.0,72174,157255.0,2017,10,20,2017-10-01,35376.0,11.186835149222128
2017-10-21,5093.0,276.0,0.0,65872,169402.0,2017,10,21,2017-10-01,67740.0,11.095468744009686
2017-10-22,4596.0,200.0,0.0,62148,153444.0,2017,10,22,2017-10-01,59952.0,11.037273916211891
2017-10-23,1659.0,279.0,0.0,69273,143899.0,2017,10,23,2017-10-01,26604.0,11.145810498870537
2017-10-24,466.0,82.0,0.0,48077,95599.0,2017,10,24,2017-10-01,7560.0,10.780559171255721
2017-10-25,1133.0,246.0,0.0,71284,142007.0,2017,10,25,2017-10-01,19500.0,11.17442717729299
2017-10-26,973.0,191.0,0.0,64002,123419.0,2017,10,26,2017-10-01,16260.0,11.066669611853538
2017-10-27,1991.0,352.0,0.0,69265,139481.0,2017,10,27,2017-10-01,32340.0,11.14569500709198
2017-10-28,4306.0,317.0,0.0,61345,143571.0,2017,10,28,2017-10-01,59280.0,11.024268947225282
2017-10-29,213.0,8.0,0.0,9537,20810.0,2017,10,29,2017-10-01,2748.0,9.162934249578912
2017-10-30,771.0,121.0,0.0,49246,95502.0,2017,10,30,2017-10-01,12156.0,10.80458342502774
2017-10-31,1076.0,166.0,0.0,60242,115329.0,2017,10,31,2017-10-01,16896.0,11.006125062453858
2017-11-01,717.0,125.0,0.0,60772,111304.0,2017,11,1,2017-11-01,11604.0,11.014884435563657
2017-11-02,1485.0,291.0,0.0,70810,144455.0,2017,11,2,2017-11-01,24804.0,11.167755512645819
2017-11-03,2275.0,335.0,0.0,71817,147055.0,2017,11,3,2017-11-01,35340.0,11.181876495813235
2017-11-04,3086.0,243.0,0.0,53433,120119.0,2017,11,4,2017-11-01,42864.0,10.886183811606895
2017-11-05,1263.0,80.0,0.0,34943,76281.0,2017,11,5,2017-11-01,17076.0,10.46147344147898
2017-11-06,1052.0,133.0,0.0,57606,116318.0,2017,11,6,2017-11-01,15816.0,10.961382007925678
2017-11-07,643.0,77.0,0.0,36361,69588.0,2017,11,7,2017-11-01,9564.0,10.501252050663496
2017-11-08,597.0,95.0,0.0,54211,107852.0,2017,11,8,2017-11-01,9444.0,10.90063911886528
2017-11-09,837.0,171.0,0.0,58416,113119.0,2017,11,9,2017-11-01,14148.0,10.975345103895418
2017-11-10,425.0,82.0,0.0,38432,74794.0,2017,11,10,2017-11-01,7068.0,10.55664572487971
2017-11-11,832.0,64.0,0.0,28142,55350.0,2017,11,11,2017-11-01,11520.0,10.2450184013482
2017-11-12,1191.0,62.0,0.0,32471,73187.0,2017,11,12,2017-11-01,15780.0,10.388102662282032
2017-11-13,314.0,47.0,0.0,38752,72112.0,2017,11,13,2017-11-01,4896.0,10.564937646352819
2017-11-14,493.0,59.0,0.0,52278,95328.0,2017,11,14,2017-11-01,7332.0,10.864330911459342
2017-11-15,524.0,70.0,0.0,54230,104590.0,2017,11,15,2017-11-01,7968.0,10.900989539835106
2017-11-16,521.0,74.0,0.0,49737,93532.0,2017,11,16,2017-11-01,8028.0,10.814504401907575
2017-11-17,712.0,74.0,0.0,48989,93476.0,2017,11,17,2017-11-01,10320.0,10.799351062095239
2017-11-18,872.0,53.0,0.0,27745,58136.0,2017,11,18,2017-11-01,11736.0,10.230810922760002
2017-11-19,1020.0,64.0,0.0,31597,66078.0,2017,11,19,2017-11-01,13776.0,10.360817458359367
2017-11-20,501.0,49.0,0.0,45120,85295.0,2017,11,20,2017-11-01,7188.0,10.71708088617194
2017-11-21,960.0,69.0,0.0,52448,95288.0,2017,11,21,2017-11-01,13176.0,10.867577481543556
2017-11-22,458.0,64.0,0.0,32297,69530.0,2017,11,22,2017-11-01,7032.0,10.382729625640236
2017-11-23,806.0,103.0,0.0,13705,32527.0,2017,11,23,2017-11-01,12144.0,9.525516008736886
2017-11-24,1129.0,95.0,0.0,23723,64012.0,2017,11,24,2017-11-01,15828.0,10.074200320662365
2017-11-25,1995.0,85.0,0.0,30510,73542.0,2017,11,25,2017-11-01,25980.0,10.325809777710715
2017-11-26,904.0,63.0,0.0,27180,60652.0,2017,11,26,2017-11-01,12360.0,10.210236687705134
2017-11-27,553.0,46.0,0.0,46732,99410.0,2017,11,27,2017-11-01,7740.0,10.752184433837039
2017-11-28,455.0,58.0,0.0,51166,97329.0,2017,11,28,2017-11-01,6852.0,10.842830527940436
2017-11-29,638.0,71.0,0.0,55290,107040.0,2017,11,29,2017-11-01,9360.0,10.920347339331979
2017-11-30,509.0,83.0,0.0,51699,97110.0,2017,11,30,2017-11-01,8100.0,10.853193717949686
2017-12-01,695.0,123.0,0.0,50708,99868.0,2017,12,1,2017-12-01,11292.0,10.833838968058616
2017-12-02,1513.0,100.0,0.0,38922,83660.0,2017,12,2,2017-12-01,20556.0,10.56931492244111
2017-12-03,1037.0,66.0,0.0,33728,77915.0,2017,12,3,2017-12-01,14028.0,10.426083631901035
2017-12-04,649.0,63.0,0.0,49630,92142.0,2017,12,4,2017-12-01,9300.0,10.812350768581487
2017-12-05,381.0,57.0,0.0,41792,85008.0,2017,12,5,2017-12-01,5940.0,10.640460212636103
2017-12-06,368.0,55.0,0.0,46335,87328.0,2017,12,6,2017-12-01,5736.0,10.743652894020792
2017-12-07,427.0,65.0,0.0,45367,94653.0,2017,12,7,2017-12-01,6684.0,10.72254024748303
2017-12-08,443.0,58.0,0.0,41330,81217.0,2017,12,8,2017-12-01,6708.0,10.629343907505778
2017-12-09,112.0,15.0,0.0,10804,20955.0,2017,12,9,2017-12-01,1704.0,9.287671714912506
2017-12-10,287.0,26.0,0.0,19815,43621.0,2017,12,10,2017-12-01,4068.0,9.894194505624535
2017-12-11,456.0,38.0,0.0,41838,81071.0,2017,12,11,2017-12-01,6384.0,10.641560296449066
2017-12-12,262.0,42.0,0.0,42620,88499.0,2017,12,12,2017-12-01,4152.0,10.660078905652608
2017-12-13,155.0,20.0,0.0,32623,60051.0,2017,12,13,2017-12-01,2340.0,10.392772840063916
2017-12-14,134.0,10.0,0.0,27494,49648.0,2017,12,14,2017-12-01,1848.0,10.221723078031365
2017-12-15,130.0,9.0,0.0,22944,41598.0,2017,12,15,2017-12-01,1776.0,10.040811743399347
2017-12-16,240.0,24.0,0.0,19060,38766.0,2017,12,16,2017-12-01,3456.0,9.855347177208193
2017-12-17,343.0,27.0,0.0,22403,49790.0,2017,12,17,2017-12-01,4764.0,10.01695015744693
2017-12-18,409.0,34.0,0.0,40168,79914.0,2017,12,18,2017-12-01,5724.0,10.600825937714541
2017-12-19,541.0,42.0,0.0,49503,97301.0,2017,12,19,2017-12-01,7500.0,10.809788552780915
2017-12-20,422.0,40.0,0.0,41461,78833.0,2017,12,20,2017-12-01,6024.0,10.632508505332279
2017-12-21,386.0,47.0,0.0,37592,70297.0,2017,12,21,2017-12-01,5760.0,10.534546540782651
2017-12-22,506.0,23.0,0.0,34338,62387.0,2017,12,22,2017-12-01,6624.0,10.444007891637158
2017-12-23,112.0,10.0,0.0,9608,24205.0,2017,12,23,2017-12-01,1584.0,9.170351363759819
2017-12-24,492.0,39.0,0.0,13215,37985.0,2017,12,24,2017-12-01,6840.0,9.48910782703839
2017-12-25,439.0,27.0,0.0,6479,26767.0,2017,12,25,2017-12-01,5916.0,8.776321456449958
2017-12-26,220.0,29.0,0.0,14113,32919.0,2017,12,26,2017-12-01,3336.0,9.554851637414007
2017-12-27,234.0,33.0,0.0,16365,31793.0,2017,12,27,2017-12-01,3600.0,9.702900186935281
2017-12-28,121.0,17.0,0.0,13419,34438.0,2017,12,28,2017-12-01,1860.0,9.504426892100957
2017-12-29,177.0,17.0,0.0,13759,29284.0,2017,12,29,2017-12-01,2532.0,9.529448434427817
2017-12-30,53.0,10.0,0.0,5956,13910.0,2017,12,30,2017-12-01,876.0,8.6921543938039
2017-12-31,94.0,2.0,0.0,6569,18326.0,2017,12,31,2017-12-01,1176.0,8.790116892892472
